experience_level,employee_residence,log_salary_in_usd
MI,EG,5.326335860928752
MI,EG,5.326335860928752
SE,EG,5.326335860928752
SE,US,5.326335860928752
SE,US,5.326335860928752
MI,US,5.326335860928752
EX,US,5.326335860928752
SE,US,5.326335860928752
SE,DE,5.326335860928752
SE,US,5.326335860928752
SE,EG,5.326335860928752
SE,US,5.326130956710794
MI,US,5.322426052405953
MI,US,5.322426052405953
MI,US,5.322426052405953
MI,US,5.322426052405953
MI,US,5.322426052405953
MI,US,5.322426052405953
MI,US,5.322426052405953
MI,US,5.322426052405953
MI,US,5.322426052405953
MI,US,5.322426052405953
MI,US,5.322426052405953
MI,US,5.322426052405953
SE,US,5.3222192947339195
SE,US,5.3222192947339195
MI,GB,5.3222192947339195
SE,US,5.3222192947339195
SE,US,5.3222192947339195
EX,US,5.3222192947339195
SE,US,5.3222192947339195
SE,US,5.3222192947339195
SE,US,5.3222192947339195
MI,US,5.3222192947339195
SE,US,5.3222192947339195
EX,US,5.3222192947339195
EX,US,5.3222192947339195
SE,US,5.3222192947339195
MI,US,5.3222192947339195
SE,US,5.3222192947339195
SE,US,5.3222192947339195
SE,US,5.3222192947339195
SE,US,5.3222192947339195
MI,US,5.3222192947339195
SE,US,5.3222192947339195
SE,US,5.3222192947339195
MI,US,5.3222192947339195
SE,US,5.3222192947339195
SE,US,5.3222192947339195
SE,US,5.3222192947339195
SE,US,5.3222192947339195
MI,US,5.3222192947339195
SE,CA,5.322198613551892
SE,US,5.322101398802231
EX,US,5.321598430465344
EX,US,5.321598430465344
EX,US,5.320787902807404
SE,US,5.320769228338686
SE,PL,5.320146286111054
MI,US,5.320146286111054
SE,US,5.319106059309776
SE,US,5.319106059309776
EX,US,5.318317990704637
SE,US,5.318063334962762
SE,US,5.318063334962762
SE,US,5.318063334962762
SE,US,5.318063334962762
SE,US,5.317854489331469
SE,US,5.317561936621246
MI,US,5.31722734917642
SE,US,5.316599302093861
SE,US,5.316599302093861
SE,US,5.316599302093861
SE,US,5.315970345456917
MI,US,5.315970345456917
MI,US,5.315970345456917
SE,US,5.315970345456917
MI,US,5.315970345456917
EX,US,5.315970345456917
SE,CA,5.315550534421905
SE,US,5.3149200559924195
SE,US,5.313867220369153
SE,US,5.313867220369153
SE,US,5.313867220369153
SE,US,5.313867220369153
MI,US,5.313867220369153
SE,US,5.313867220369153
SE,US,5.313867220369153
MI,US,5.313867220369153
SE,US,5.313867220369153
MI,US,5.313023110323238
MI,US,5.313023110323238
SE,US,5.312811826212088
MI,US,5.312811826212088
SE,US,5.312811826212088
SE,US,5.312600439261259
SE,US,5.311753861055754
SE,US,5.311753861055754
SE,US,5.311753861055754
SE,US,5.311329952303793
SE,US,5.311037213828565
SE,US,5.310905629376141
SE,US,5.310905629376141
SE,US,5.310693312343361
EX,US,5.310693312343361
EX,US,5.310693312343361
EX,US,5.310693312343361
SE,US,5.310268366632448
SE,US,5.310055737750892
SE,US,5.309630167425898
SE,US,5.309630167425898
SE,US,5.309630167425898
EX,US,5.309630167425898
SE,US,5.309630167425898
EX,US,5.309204179670408
MI,US,5.308564413561239
MI,US,5.308564413561239
SE,US,5.307496037913213
SE,US,5.307067950661298
SE,US,5.307067950661298
SE,US,5.307067950661298
SE,US,5.306639441024261
SE,US,5.306425027550687
SE,US,5.306103208727586
MI,US,5.305351369446623
SE,US,5.30513631894364
SE,US,5.30513631894364
MI,US,5.304167271724396
SE,US,5.304059466217599
SE,US,5.304059466217599
MI,US,5.304059466217599
SE,US,5.304059466217599
MI,US,5.304059466217599
MI,US,5.304059466217599
EX,CA,5.303196057420489
SE,US,5.303196057420489
SE,US,5.302763708472981
MI,US,5.302763708472981
SE,US,5.302763708472981
SE,US,5.302633919813779
SE,US,5.301897717195208
MI,US,5.301897717195208
SE,US,5.301897717195208
MI,US,5.301897717195208
MI,US,5.301680949293576
SE,US,5.3014640731433
SE,CA,5.301181972138315
EX,CA,5.301181972138315
SE,CA,5.301181972138315
SE,US,5.301029995663981
SE,US,5.301029995663981
EX,US,5.301029995663981
MI,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
MI,US,5.301029995663981
MI,US,5.301029995663981
MI,US,5.301029995663981
MI,US,5.301029995663981
SE,CA,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
MI,US,5.301029995663981
MI,US,5.301029995663981
MI,US,5.301029995663981
SE,US,5.301029995663981
MI,AU,5.301029995663981
MI,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
MI,US,5.301029995663981
EN,US,5.301029995663981
MI,NZ,5.096910013008056
SE,US,5.301029995663981
SE,US,5.301029995663981
MI,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
MI,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.301029995663981
SE,US,5.300378064870703
SE,US,5.300378064870703
SE,US,5.300378064870703
MI,US,5.300378064870703
SE,US,5.300378064870703
SE,US,5.299871055895632
SE,US,5.29928933408768
SE,US,5.29928933408768
SE,US,5.29907126002741
SE,US,5.298853076409706
SE,US,5.298634783124435
MI,US,5.298416380061295
SE,US,5.298088569391382
SE,US,5.297613898292621
SE,US,5.297103650149256
SE,US,5.296665190261531
MI,US,5.296665190261531
MI,US,5.296665190261531
SE,US,5.296665190261531
EN,US,5.296665190261531
SE,US,5.296665190261531
MI,US,5.296665190261531
MI,US,5.296665190261531
EN,US,5.296665190261531
SE,US,5.296665190261531
MI,US,5.296665190261531
SE,US,5.296665190261531
SE,US,5.296665190261531
SE,US,5.295567099962479
SE,US,5.294686624279443
SE,US,5.294490475430279
SE,US,5.294466226161593
MI,US,5.294466226161593
SE,US,5.294466226161593
SE,US,5.2938485157306605
SE,US,5.293030905606437
SE,US,5.293030905606437
SE,US,5.293030905606437
SE,US,5.293030905606437
SE,US,5.292256071356476
MI,US,5.292256071356476
SE,US,5.291590825658001
MI,US,5.291368850451582
SE,US,5.291146761731886
SE,US,5.291146761731886
MI,US,5.291146761731886
SE,US,5.291146761731886
SE,US,5.291146761731886
SE,US,5.291146761731886
EN,US,5.291146761731886
SE,US,5.291146761731886
MI,US,5.290479813330673
MI,US,5.290479813330673
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
EX,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290034611362518
SE,US,5.290016793787513
SE,US,5.288919605661727
SE,US,5.288919605661727
MI,US,5.288919605661727
SE,US,5.288919605661727
SE,US,5.288919605661727
MI,US,5.288249225571986
SE,US,5.287942740810419
MI,US,5.2878017299302265
EN,US,5.28668096935493
MI,CA,5.2864834158282035
SE,US,5.285557309007774
SE,US,5.285557309007774
SE,US,5.285557309007774
SE,US,5.285557309007774
MI,US,5.285557309007774
SE,US,5.285061975935162
SE,US,5.2848817146554525
SE,US,5.2848817146554525
SE,US,5.2848817146554525
SE,US,5.2848817146554525
SE,US,5.28443073384452
SE,US,5.28443073384452
SE,US,5.28443073384452
EN,US,5.28443073384452
MI,US,5.28443073384452
SE,US,5.28443073384452
SE,US,5.28443073384452
EN,US,5.28397928423848
SE,US,5.283301228703549
SE,US,5.283301228703549
EX,US,5.282977649277956
SE,US,5.282977649277956
SE,US,5.282168778304642
SE,US,5.281739941809614
SE,US,5.281094755322554
SE,US,5.281094755322554
SE,US,5.2801228963023075
SE,CA,5.279894980011638
EX,US,5.279894980011638
SE,US,5.279666944048455
SE,US,5.279201379077763
SE,US,5.279201379077763
SE,US,5.278982116865443
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
MI,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
EX,US,5.278753600952829
SE,US,5.278753600952829
SE,AU,5.278753600952829
MI,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,CA,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
MI,US,5.278753600952829
MI,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
